id,unclaimed
760,5000000000000000000
761,4000000000000000000
762,1000000000000000000
763,30000000000000000000
764,45000000000000000000
765,45000000000000000000
766,2000000000000000000
767,29000000000000000000
768,16000000000000000000
769,29000000000000000000
770,9000000000000000000
771,3000000000000000000
772,1000000000000000000
773,1000000000000000000
774,48000000000000000000
775,8000000000000000000
776,8000000000000000000
777,27000000000000000000
778,2000000000000000000
779,5000000000000000000
780,6000000000000000000
781,8000000000000000000
782,29000000000000000000
783,31000000000000000000
784,4000000000000000000
785,1000000000000000000
786,2000000000000000000
787,15000000000000000000
788,19000000000000000000
789,15000000000000000000
790,29000000000000000000
791,5000000000000000000
792,2000000000000000000
793,48000000000000000000
794,48000000000000000000
795,8000000000000000000
796,0
797,3000000000000000000
798,0
799,29000000000000000000
800,2000000000000000000
801,9000000000000000000
802,2000000000000000000
803,16000000000000000000
804,0
805,5000000000000000000
806,0
807,2000000000000000000
808,9000000000000000000
809,14000000000000000000
810,3000000000000000000
811,1000000000000000000
812,3000000000000000000
813,3000000000000000000
814,1000000000000000000
815,3000000000000000000
816,28000000000000000000
817,3000000000000000000
818,3000000000000000000
819,2000000000000000000
820,16000000000000000000
821,8000000000000000000
822,5000000000000000000
823,2000000000000000000
824,15000000000000000000
825,29000000000000000000
826,15000000000000000000
827,2000000000000000000
828,3000000000000000000
829,22000000000000000000
830,32000000000000000000
831,6000000000000000000
832,6000000000000000000
833,5000000000000000000
834,1000000000000000000
835,0
836,6000000000000000000
837,7000000000000000000
838,1000000000000000000
839,1000000000000000000
840,0
841,30000000000000000000
842,9000000000000000000
843,2000000000000000000
844,2000000000000000000
845,7000000000000000000
846,4000000000000000000
847,1000000000000000000
848,9000000000000000000
849,24000000000000000000
850,2000000000000000000
851,0
852,29000000000000000000
853,14000000000000000000
854,48000000000000000000
855,31000000000000000000
856,1000000000000000000
857,31000000000000000000
858,5000000000000000000
859,8000000000000000000
860,3000000000000000000
861,43000000000000000000
862,43000000000000000000
863,43000000000000000000
864,5000000000000000000
865,6000000000000000000
866,12000000000000000000
867,29000000000000000000
868,9000000000000000000
869,29000000000000000000
870,28000000000000000000
871,1000000000000000000
872,8000000000000000000
873,3000000000000000000
874,7000000000000000000
875,2000000000000000000
876,1000000000000000000
877,2000000000000000000
878,9000000000000000000
879,9000000000000000000
880,0
881,3000000000000000000
882,4000000000000000000
883,16000000000000000000
884,3000000000000000000
885,31000000000000000000
886,40000000000000000000
887,14000000000000000000
888,8000000000000000000
889,5000000000000000000
890,4000000000000000000
891,13000000000000000000
892,2000000000000000000
893,15000000000000000000
894,27000000000000000000
895,11000000000000000000
896,9000000000000000000
897,19000000000000000000
898,14000000000000000000
899,15000000000000000000
900,9000000000000000000
901,2000000000000000000
902,16000000000000000000
903,2000000000000000000
904,16000000000000000000
905,16000000000000000000
906,3000000000000000000
907,9000000000000000000
908,5000000000000000000
909,14000000000000000000
910,14000000000000000000
911,4000000000000000000
912,9000000000000000000
913,9000000000000000000
914,10000000000000000000
915,1000000000000000000
916,1000000000000000000
917,4000000000000000000
918,20000000000000000000
919,5000000000000000000
920,1000000000000000000
921,0
922,0
923,0
924,12000000000000000000
925,5000000000000000000
926,11000000000000000000
927,31000000000000000000
928,2000000000000000000
929,3000000000000000000
930,0
931,5000000000000000000
932,17000000000000000000
933,2000000000000000000
934,32000000000000000000
935,15000000000000000000
936,1000000000000000000
937,47000000000000000000
938,4000000000000000000
939,3000000000000000000
940,30000000000000000000
941,10000000000000000000
942,10000000000000000000
943,16000000000000000000
944,7000000000000000000
945,1000000000000000000
946,28000000000000000000
947,9000000000000000000
948,1000000000000000000
949,7000000000000000000
950,14000000000000000000
951,13000000000000000000
952,8000000000000000000
953,9000000000000000000
954,2000000000000000000
955,24000000000000000000
956,15000000000000000000
957,2000000000000000000
958,3000000000000000000
959,0
960,9000000000000000000
961,30000000000000000000
962,15000000000000000000
963,3000000000000000000
964,1000000000000000000
965,6000000000000000000
966,30000000000000000000
967,6000000000000000000
968,9000000000000000000
969,5000000000000000000
970,17000000000000000000
971,1000000000000000000
972,3000000000000000000
973,2000000000000000000
974,17000000000000000000
975,31000000000000000000
976,9000000000000000000
977,1000000000000000000
978,8000000000000000000
979,30000000000000000000
980,1000000000000000000
981,3000000000000000000
982,29000000000000000000
983,9000000000000000000
984,2000000000000000000
985,6000000000000000000
986,6000000000000000000
987,3000000000000000000
988,1000000000000000000
989,9000000000000000000
990,0
991,8000000000000000000
992,21000000000000000000
993,5000000000000000000
994,16000000000000000000
995,9000000000000000000
996,2000000000000000000
997,7000000000000000000
998,48000000000000000000
999,30000000000000000000
1000,3000000000000000000
